requirement_id,id_number,summary,text,context,verification,actor,conformance,conditional,source
REQ-978,978,"Mandatory search support for patient, category, and date combination","""SHALL support searching using the combination of the [patient](SearchParameter-us-core-observation-patient.html) and [category](SearchParameter-us-core-observation-category.html) and [date](SearchParameter-us-core-observation-date.html) search parameters""","This requirement supports time-based queries for observations within specific categories, enabling longitudinal care analysis.",Test,"Servers supporting US Core interactions, SHALL conformance level",SHALL,False,Section 14.142.3.2 - Mandatory Search Parameters
REQ-979,979,US Core SMART Scopes support requirement,"""Servers",,,,,,
REQ-980,980,Server SHALL support at least one of assertedDate Extension and Condition.onsetDateTime,"""A Server SHALL support at least one of [assertedDate Extension](http://hl7.org/fhir/R4/extension-condition-asserteddate.html) and Condition.onsetDateTime""",US Core Condition Problems and Health Concerns Profile date of diagnosis support requirements,Test,Server implementing US Core Condition Problems and Health Concerns Profile,SHALL,False,Section 14.125.1 Profile Specific Implementation Guidance
REQ-981,981,Client application SHALL support all three date elements,"""The Client application SHALL support all three elements [assertedDate Extension, Condition.onsetDateTime, and Condition.recordedDate]""",US Core Condition Problems and Health Concerns Profile client requirements for date elements,Test,Client application,SHALL,False,Section 14.125.1 Profile Specific Implementation Guidance
REQ-982,982,Only non-header ICD-10-CM codes SHOULD be used,"""When using ICD codes, only *non-header* ICD-10-CM codes SHOULD be used""",US Core Condition Problems and Health Concerns Profile vocabulary standards for condition coding,Test,System using ICD codes for conditions,SHOULD,True,Section 14.125.1 Profile Specific Implementation Guidance
REQ-983,983,Clinical status SHALL be present if verification status is not entered-in-error and category is problem-list-item,"""Condition.clinicalStatus SHALL be present if verificationStatus is not entered-in-error and category is problem-list-item : clinicalStatus.exists() or verificationStatus.coding.where(system='http://terminology.hl7.org/CodeSystem/condition-ver-status' and code = 'entered-in-error').exists() or category.select($this='problem-list-item').empty()""",US Core Condition Problems and Health Concerns Profile constraint con-3 for clinical status requirements,Test,FHIR Condition resource,SHALL,True,Section 14.125.2.2 Constraints
REQ-984,984,"If condition is abated then clinical status must be inactive, resolved, or remission","""If condition is abated, then clinicalStatus must be either inactive, resolved, or remission : abatement.empty() or clinicalStatus.coding.where(system='http://terminology.hl7.org/CodeSystem/condition-clinical' and (code='resolved' or code='remission' or code='inactive')).exists()""",US Core Condition Problems and Health Concerns Profile constraint con-4 for abatement and clinical status consistency,Test,FHIR Condition resource,SHALL,True,Section 14.125.2.2 Constraints
REQ-985,985,Clinical status SHALL NOT be present if verification status is entered-in-error,"""Condition.clinicalStatus SHALL NOT be present if verification Status is entered-in-error : verificationStatus.coding.where(system='http://terminology.hl7.org/CodeSystem/condition-ver-status' and code='entered-in-error').empty() or clinicalStatus.empty()""",US Core Condition Problems and Health Concerns Profile constraint con-5 for verification status and clinical status consistency,Test,FHIR Condition resource,SHALL,True,Section 14.125.2.2 Constraints
REQ-986,986,Servers SHALL support US Core SMART resource level scopes for Condition,"""Servers providing access to problems and health concern data SHALL support these [US Core SMART Scopes](scopes.html#smart-scopes): [resource level scopes](http://hl7.org/fhir/smart-app-launch/STU2.2/scopes-and-launch-context.html#scopes-for-requesting-clinical-data): <patient user system>/Condition.rs""",US Core Condition Problems and Health Concerns Profile SMART scope requirements for accessing condition data,Test,Server providing access to problems and health concern data,SHALL,False,Section 14.125.3.1 US Core Scopes
REQ-987,987,Servers SHALL support US Core SMART granular scopes for problem-list-item category,"""Servers providing access to problems and health concern data SHALL support these [US Core SMART Scopes](scopes.html#smart-scopes): [granular scopes](http://hl7.org/fhir/smart-app-launch/STU2.2/scopes-and-launch-context.html#finer-grained-resource-constraints-using-search-parameters): <patient user system>/Condition.rs?category=http://terminology.hl7.org/CodeSystem/condition-category problem-list-item""",US Core Condition Problems and Health Concerns Profile SMART scope requirements for accessing problem list items,Test,Server providing access to problems and health concern data,SHALL,False,Section 14.125.3.1 US Core Scopes
REQ-988,988,Servers SHALL support US Core SMART granular scopes for health-concern category,"""Servers providing access to problems and health concern data SHALL support these [US Core SMART Scopes](scopes.html#smart-scopes): [granular scopes](http://hl7.org/fhir/smart-app-launch/STU2.2/scopes-and-launch-context.html#finer-grained-resource-constraints-using-search-parameters): <patient user system>/Condition.rs?category=http://hl7.org/fhir/us/core/CodeSystem/condition-category health-concern""",US Core Condition Problems and Health Concerns Profile SMART scope requirements for accessing health concerns,Test,Server providing access to problems and health concern data,SHALL,False,Section 14.125.3.1 US Core Scopes
REQ-989,989,Server SHALL support searching for all conditions by patient,"""SHALL support searching for all conditions including problems, health concerns, and encounter diagnosis for a patient using the [patient](SearchParameter-us-core-condition-patient.html) search parameter: GET [base]/Condition?patient={Type/}[id]""",US Core Condition Problems and Health Concerns Profile mandatory search parameter requirements,Test,Server implementing US Core Condition Problems and Health Concerns Profile,SHALL,False,Section 14.125.3.2 Mandatory Search Parameters
REQ-990,990,Server SHALL support searching by patient and category combination,"""SHALL support searching using the combination of the [patient](SearchParameter-us-core-condition-patient.html) and [category](SearchParameter-us-core-condition-category.html) search parameters: GET [base]/Condition?patient={Type/}[id]&category={system }[code]""",US Core Condition Problems and Health Concerns Profile mandatory search parameter requirements,Test,Server implementing US Core Condition Problems and Health Concerns Profile,SHALL,False,Section 14.125.3.2 Mandatory Search Parameters
REQ-991,991,Organization resource contained resource nesting restriction,"""If the resource is contained in another resource, it SHALL NOT contain nested Resources""","This requirement applies to Organization resources when they are contained within other FHIR resources, establishing a fundamental constraint on resource containment to prevent infinite nesting scenarios.",Test,FHIR Server/Client implementing USCoreOrganizationProfile,SHALL,True,"Section 14.148, Invariant dom-2"
REQ-992,992,Organization resource contained resource reference requirement,"""If the resource is contained in another resource, it SHALL be referred to from elsewhere in the resource or SHALL refer to the containing resource""",This requirement ensures that contained Organization resources maintain proper referential integrity within the containing resource structure.,Test,FHIR Server/Client implementing USCoreOrganizationProfile,SHALL,True,"Section 14.148, Invariant dom-3"
REQ-993,993,Organization resource contained resource metadata restriction,"""If a resource is contained in another resource, it SHALL NOT have a meta.versionId or a meta.lastUpdated""",This requirement prevents contained Organization resources from having version-specific metadata that would conflict with the containing resource's versioning.,Test,FHIR Server/Client implementing USCoreOrganizationProfile,SHALL,True,"Section 14.148, Invariant dom-4"
REQ-994,994,Organization resource contained resource security label restriction,"""If a resource is contained in another resource, it SHALL NOT have a security label""",This requirement ensures that contained Organization resources do not have independent security labels that could conflict with the containing resource's security context.,Test,FHIR Server/Client implementing USCoreOrganizationProfile,SHALL,True,"Section 14.148, Invariant dom-5"
REQ-995,995,Organization identifier or name requirement,"""The organization SHALL at least have a name or an identifier, and possibly more than one""","This fundamental requirement ensures that every Organization resource can be identified through either a business identifier or a name, supporting basic identification and lookup capabilities.",Test,FHIR Server/Client implementing USCoreOrganizationProfile,SHALL,False,"Section 14.148, Invariant org-1"
REQ-996,996,Organization identifier use code binding requirement,"""The codes SHALL be taken from IdentifierUse""",This requirement constrains the identifier use codes to a specific value set to ensure consistent interpretation of identifier purposes across implementations.,Test,FHIR Server/Client implementing USCoreOrganizationProfile,SHALL,True,"Section 14.148, Organization.identifier.use binding"
REQ-997,997,Organization identifier value URI system requirement,"""If the value is a full URI, then the system SHALL be urn:ietf:rfc:3986""","This requirement ensures proper namespace identification when identifier values are expressed as full URIs, maintaining consistent URI handling across the system.",Test,FHIR Server/Client implementing USCoreOrganizationProfile,SHALL,True,"Section 14.148, Organization.identifier.value comments"
REQ-998,998,NPI identifier format validation,"""NPI must be 10 digits""",This requirement validates that National Provider Identifier values conform to the standard 10-digit format required by the National Provider System.,Test,FHIR Server/Client implementing USCoreOrganizationProfile,SHALL,True,"Section 14.148, Invariant us-core-16"
REQ-999,999,NPI identifier check digit validation,"""NPI check digit must be valid (Luhn algorithm check)""",This requirement ensures that NPI values include a valid check digit calculated using the Luhn algorithm to detect data entry errors and maintain data integrity.,Test,FHIR Server/Client implementing USCoreOrganizationProfile,SHALL,True,"Section 14.148, Invariant us-core-17"
REQ-1000,1000,CLIA identifier format validation,"""CLIA number must be 10 digits with a letter 'D' in third position""",This requirement validates that Clinical Laboratory Improvement Amendments numbers conform to the standard format of 10 characters with 'D' in the third position.,Test,FHIR Server/Client implementing USCoreOrganizationProfile,SHALL,True,"Section 14.148, Invariant us-core-18"
REQ-1001,1001,NAIC identifier format validation,"""NAIC must be 5 digits""",This requirement validates that NAIC company codes conform to the standard 5-digit format used by the National Association of Insurance Commissioners.,Test,FHIR Server/Client implementing USCoreOrganizationProfile,SHALL,True,"Section 14.148, Invariant us-core-19"
REQ-1002,1002,Organization telecom home use restriction,"""The telecom of an organization can never be of use 'home'""","This requirement prevents organizational contact points from being marked with 'home' use, as this use code is inappropriate for organizational contacts.",Test,FHIR Server/Client implementing USCoreOrganizationProfile,SHALL,False,"Section 14.148, Invariant org-3"
REQ-1003,1003,Organization telecom system code binding requirement,"""The codes SHALL be taken from ContactPointSystem""",This requirement constrains telecom system codes to ensure consistent representation of communication methods across implementations.,Test,FHIR Server/Client implementing USCoreOrganizationProfile,SHALL,False,"Section 14.148, Organization.telecom.system binding"
REQ-1004,1004,Organization telecom use code binding requirement,"""The codes SHALL be taken from ContactPointUse""",This requirement constrains telecom use codes to a specific value set to ensure consistent interpretation of contact point purposes.,Test,FHIR Server/Client implementing USCoreOrganizationProfile,SHALL,False,"Section 14.148, Organization.telecom.use binding"
REQ-1005,1005,Organization address home use restriction,"""An address of an organization can never be of use 'home'""","This requirement prevents organizational addresses from being marked with 'home' use, as this use code is inappropriate for organizational addresses.",Test,FHIR Server/Client implementing USCoreOrganizationProfile,SHALL,False,"Section 14.148, Invariant org-2"
REQ-1006,1006,Organization address use code binding requirement,"""The codes SHALL be taken from AddressUse""",This requirement constrains address use codes to ensure consistent representation of address purposes across implementations.,Test,FHIR Server/Client implementing USCoreOrganizationProfile,SHALL,False,"Section 14.148, Organization.address.use binding"
REQ-1007,1007,Organization address state code binding requirement,"""Unless not suitable, these codes SHALL be taken from USPS Two Letter Alphabetic Codes""","This requirement constrains state codes to USPS standard two-letter codes unless unsuitable, ensuring consistent state representation for US addresses.",Test,FHIR Server/Client implementing USCoreOrganizationProfile,SHALL,True,"Section 14.148, Organization.address.state binding"
REQ-1008,1008,Organization address text and parts consistency requirement,"""Applications updating an address SHALL ensure that when both text and parts are present, no content is included in the text that isn't found in a part""",This requirement ensures consistency between structured address parts and the text representation to prevent data conflicts and maintain address integrity.,Test,FHIR Server/Client implementing USCoreOrganizationProfile,SHALL,True,"Section 14.148, Organization.address.text comments"
REQ-1009,1009,Organization address type code binding requirement,"""The codes SHALL be taken from AddressType""",This requirement constrains address type codes to distinguish between physical and postal addresses consistently across implementations.,Test,FHIR Server/Client implementing USCoreOrganizationProfile,SHALL,False,"Section 14.148, Organization.address.type binding"
REQ-1010,1010,Modifier extension meaning preservation requirement,"""Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself)""","This requirement ensures that modifier extensions do not alter the fundamental meaning of core FHIR elements, maintaining semantic consistency across extensions.",Test,FHIR Server/Client implementing USCoreOrganizationProfile,SHALL,False,"Section 14.148, Organization.modifierExtension definition"
REQ-1011,1011,Extension requirements compliance,"""There is a set of requirements that SHALL be met as part of the definition of the extension""",This requirement ensures that any extensions used comply with FHIR extension definition standards for governance and interoperability.,Test,FHIR Server/Client implementing USCoreOrganizationProfile,SHALL,False,"Section 14.148, Organization.extension definition"
REQ-1012,1012,DataAbsentReason must only be present when value is absent,"""dataAbsentReason SHALL only be present if Observation.value[x] is not present (dataAbsentReason.empty() or value.empty())""",This requirement ensures proper use of data absent reason codes in the US Core Heart Rate Profile when measurement values are missing,Test,FHIR implementation system,SHALL,False,Section 14.133 - obs-6 invariant
REQ-1013,1013,Value element must not be present when code matches component code,"""If Observation.code is the same as an Observation.component.code then the value element associated with the code SHALL NOT be present (value.empty() or component.code.where(coding.intersect(%resource.code.coding).exists()).empty())""",This requirement prevents duplicate data representation when component observations share the same code as the main observation in the US Core Heart Rate Profile,Test,FHIR implementation system,SHALL,False,Section 14.133 - obs-7 invariant
REQ-1014,1014,Value or data absent reason must be present when no components or hasMember elements,"""If there is no component or hasMember element then either a value[x] or a data absent reason must be present. ((component.empty() and hasMember.empty()) implies (dataAbsentReason.exists() or value.exists()))""",This requirement ensures that standalone heart rate observations in the US Core Heart Rate Profile contain either a measurement value or explanation for its absence,Test,FHIR implementation system,SHALL,False,Section 14.133 - vs-2 invariant
REQ-1015,1015,Observation status codes must be taken from ObservationStatus value set,"""The codes SHALL be taken from ObservationStatus""",This requirement ensures that heart rate observation status values conform to the standardized FHIR observation status codes,Test,FHIR implementation system,SHALL,False,Section 14.133 - Observation.status binding
REQ-1016,1016,Observation category VSCat coding system must be observation-category,"""The identification of the code system that defines the meaning of the symbol in the code"" with Fixed Value http://terminology.hl7.org/CodeSystem/observation-category",This requirement ensures that the vital signs category slice uses the correct terminology system for the US Core Heart Rate Profile,Test,FHIR implementation system,SHALL,False,Section 14.133 - Observation.category:VSCat.coding.system
REQ-1017,1017,Observation category VSCat coding code must be vital-signs,"""A symbol in syntax defined by the system"" with Fixed Value vital-signs",This requirement ensures that heart rate observations are properly categorized as vital signs in the US Core Heart Rate Profile,Test,FHIR implementation system,SHALL,False,Section 14.133 - Observation.category:VSCat.coding.code
REQ-1018,1018,Heart rate observation code must follow LOINC pattern,"""Coded Responses from C-CDA Vital Sign Results"" with Pattern Value containing LOINC system ""http://loinc.org"" and code ""8867-4""",This requirement ensures that heart rate observations use the standardized LOINC code 8867-4 for heart rate measurements,Test,FHIR implementation system,SHALL,False,Section 14.133 - Observation.code pattern
REQ-1019,1019,Heart rate value quantity system must be UCUM,"""The identification of the system that provides the coded form of the unit"" with Fixed Value http://unitsofmeasure.org",This requirement ensures that heart rate measurements use the Unified Code for Units of Measure (UCUM) system for unit representation,Test,FHIR implementation system,SHALL,False,Section 14.133 - Observation.valueQuantity.system
REQ-1020,1020,Heart rate value quantity code must be per minute,"""A computer processable form of the unit in some unit representation system"" with Fixed Value /min",This requirement ensures that heart rate measurements are expressed in beats per minute using the standardized UCUM code,Test,FHIR implementation system,SHALL,False,Section 14.133 - Observation.valueQuantity.code
REQ-1021,1021,Effective date/time must be precise to the day when dateTime type is used,"""if Observation.effective[x] is dateTime and has a value then that value shall be precise to the day ($this is dateTime implies $this.toString().length() >= 10)""",This requirement ensures adequate temporal precision for heart rate observations in the US Core Heart Rate Profile,Test,FHIR implementation system,SHALL,True,Section 14.133 - vs-1 invariant
REQ-1022,1022,Component observation must have value or data absent reason,"""If there is no a value a data absent reason must be present (value.exists() or dataAbsentReason.exists())""",This requirement ensures that component observations within the US Core Heart Rate Profile contain either measurement values or explanations for their absence,Test,FHIR implementation system,SHALL,False,Section 14.133 - vs-3 invariant
REQ-1023,1023,VSCat category system SHALL be http://terminology.hl7.org/CodeSystem/observation-category,"""Fixed Value: http://terminology.hl7.org/CodeSystem/observation-category""",This fixed value requirement ensures that vital signs category coding uses the standard HL7 observation category code system,Test,FHIR Implementation,SHALL,True,Section 14 (Observation.category:VSCat.coding.system)
REQ-1024,1024,VSCat category code SHALL be vital-signs,"""Fixed Value: vital-signs""",This fixed value requirement ensures that the vital signs category slice uses the correct code to identify vital signs observations,Test,FHIR Implementation,SHALL,True,Section 16 (Observation.category:VSCat.coding.code)
REQ-1025,1025,Observation code SHALL be selected from HITSP Vital Sign Result Type value set,"""SHALL contain exactly one [1.1] code, where the @code SHOULD be selected from ValueSet HITSP Vital Sign Result Type 2.16.840.1.113883.3.88.12.80.62 DYNAMIC (CONF:7301)""",This requirement ensures that observation codes for pediatric weight-for-height observations use standardized vital sign terminology,Test,FHIR Implementation,SHALL,False,Section 18 (Observation.code Requirements)
REQ-1026,1026,Observation SHALL contain exactly one value with type PQ,"""SHALL contain exactly one [1.1] value with @xsi:type=\""PQ\"" (CONF:7305)""",This requirement ensures that vital signs observations include a properly typed quantity value for the measurement,Test,FHIR Implementation,SHALL,False,Section 26 (Observation.value[x] Requirements)
REQ-1027,1027,Observation subject SHALL be matched to patient when device doesn't know patient,"""The only circumstance in which the subject can be missing is when the observation is made by a device that does not know the patient. In this case, the observation SHALL be matched to a patient through some context/channel matching technique, and at this point, the observation should be updated""",This requirement addresses the scenario where observations are initially created without patient context and ensures proper patient association,Test,FHIR Implementation,SHALL,True,Section 20 (Observation.subject Comments)
REQ-1028,1028,Effective dateTime SHALL be precise to the day when present,"""if Observation.effective[x] is dateTime and has a value then that value shall be precise to the day ($this is dateTime implies $this.toString().length() >= 10)""","This constraint ensures that when dateTime is used for the effective time, it includes at least day-level precision for proper temporal tracking",Test,FHIR Implementation,SHALL,True,Invariant vs-1
REQ-1029,1029,Value quantity system SHALL be http://unitsofmeasure.org,"""Fixed Value: http://unitsofmeasure.org""",This requirement ensures that quantity values use the UCUM (Unified Code for Units of Measure) system for standardized unit representation,Test,FHIR Implementation,SHALL,True,Section 36 (Observation.value[x]:valueQuantity.system)
REQ-1030,1030,Value quantity code SHALL be %,"""Fixed Value: %""",This requirement specifies that pediatric weight-for-height observations must use percentage as the unit of measure,Test,FHIR Implementation,SHALL,True,Section 38 (Observation.value[x]:valueQuantity.code)
REQ-1031,1031,Component SHALL have value or dataAbsentReason,"""If there is no a value a data absent reason must be present (value.exists() or dataAbsentReason.exists())""",This constraint ensures that observation components provide either a measurement value or a reason why the value is not available,Test,FHIR Implementation,SHALL,True,Invariant vs-3
REQ-1032,1032,Resource should have narrative text,"""A resource should have narrative for robust management (text.div.exists())""",Best practice recommendation for including human-readable narrative in FHIR resources,Inspection,FHIR implementation,SHOULD,False,Observation invariant dom-6
REQ-1033,1033,Data absent reason only present when value is missing,"""dataAbsentReason SHALL only be present if Observation.value[x] is not present (dataAbsentReason.empty() or value.empty())""",Constraint ensuring proper use of dataAbsentReason element in observations,Test,FHIR implementation,SHALL,False,Observation invariant obs-6
REQ-1034,1034,Value element not present when observation code matches component code,"""If Observation.code is the same as an Observation.component.code then the value element associated with the code SHALL NOT be present (value.empty() or component.code.where(coding.intersect(%resource.code.coding).exists()).empty())""",Constraint preventing duplicate representation of the same measurement in both main observation and component,Test,FHIR implementation,SHALL,True,Observation invariant obs-7
REQ-1035,1035,Value or data absent reason required when no components,"""If there is no component or hasMember element then either a value[x] or a data absent reason must be present. ((component.empty() and hasMember.empty()) implies (dataAbsentReason.exists() or value.exists()))""",Constraint ensuring observations have meaningful content when not structured as panels,Test,FHIR implementation,SHALL,True,Observation invariant vs-2
REQ-1036,1036,Status codes must be from ObservationStatus value set,"""The codes SHALL be taken from ObservationStatus""",Required binding for observation status field to ensure consistent status representation,Test,FHIR implementation,SHALL,False,Observation.status binding
REQ-1037,1037,"Reference range must have low, high, or text","""Must have at least a low or a high or text (low.exists() or high.exists() or text.exists())""",Constraint ensuring reference ranges provide meaningful comparison values,Test,FHIR implementation,SHALL,True,Observation.referenceRange invariant obs-3
REQ-1038,1038,Contained resource SHALL NOT contain nested Resources,"""If the resource is contained in another resource, it SHALL NOT contain nested Resources (contained.contained.empty())""","This requirement applies to the USCoreBodyHeightProfile when it is contained within another FHIR resource, ensuring proper resource containment hierarchy",Test,FHIR Server/Client implementing USCoreBodyHeightProfile,SHALL,True,Section 14.118 - Observation element invariant dom-2
REQ-1039,1039,Contained resource SHALL be referred to from elsewhere or refer to containing resource,"""If the resource is contained in another resource, it SHALL be referred to from elsewhere in the resource or SHALL refer to the containing resource (contained.where((('#'+id in (%resource.descendants().reference %resource.descendants().as(canonical) %resource.descendants().as(uri) %resource.descendants().as(url))) or descendants().where(reference = '#').exists() or descendants().where(as(canonical) = '#').exists() or descendants().where(as(canonical) = '#').exists()).not()).trace('unmatched', id).empty())""",This requirement ensures proper referential integrity when USCoreBodyHeightProfile is contained within another FHIR resource,Test,FHIR Server/Client implementing USCoreBodyHeightProfile,SHALL,True,Section 14.118 - Observation element invariant dom-3
REQ-1040,1040,Contained resource SHALL NOT have meta.versionId or meta.lastUpdated,"""If a resource is contained in another resource, it SHALL NOT have a meta.versionId or a meta.lastUpdated (contained.meta.versionId.empty() and contained.meta.lastUpdated.empty())""","This requirement applies to USCoreBodyHeightProfile when contained, restricting metadata elements that are inappropriate for contained resources",Test,FHIR Server/Client implementing USCoreBodyHeightProfile,SHALL,True,Section 14.118 - Observation element invariant dom-4
REQ-1041,1041,Contained resource SHALL NOT have security label,"""If a resource is contained in another resource, it SHALL NOT have a security label (contained.meta.security.empty())""",This requirement ensures contained USCoreBodyHeightProfile resources do not have security labels which are inappropriate for contained resources,Test,FHIR Server/Client implementing USCoreBodyHeightProfile,SHALL,True,Section 14.118 - Observation element invariant dom-5
REQ-1042,1042,Observation codes SHALL be taken from Vital Sign Result Type value set,"""Unless not suitable, these codes SHALL be taken from Vital Sign Result Type 2.16.840.1.113883.3.88.12.80.62 (extensible)""","This requirement constrains the observation code for USCoreBodyHeightProfile to use appropriate vital sign result type codes, with extensibility allowed when unsuitable",Test,FHIR Server/Client implementing USCoreBodyHeightProfile,SHALL,False,Section 14.118 - Observation.code binding
REQ-1043,1043,Value quantity unit codes SHALL be taken from BodyLengthUnits value set,"""The codes SHALL be taken from BodyLengthUnits http://hl7.org/fhir/ValueSet/ucum-bodylength 4.0.1 (required)""",This requirement constrains the unit codes for body height measurements in USCoreBodyHeightProfile to appropriate length units,Test,FHIR Server/Client implementing USCoreBodyHeightProfile,SHALL,False,Section 14.118 - Observation.valueQuantity.code binding
REQ-1044,1044,Value quantity code shall be from body weight units value set,"""The codes SHALL be taken from BodyWeightUnits (required to http://hl7.org/fhir/ValueSet/ucum-bodyweight 4.0.1)""",US Core Body Weight Profile value quantity code binding for weight unit validation,Test,FHIR resource implementers,SHALL,False,Section 14.120 - Observation.valueQuantity.code binding
REQ-1045,1045,Value quantity code SHALL be taken from BodyTemperatureUnits,"""The codes SHALL be taken from [BodyTemperatureUnits](http://hl7.org/fhir/R4/valueset-ucum-bodytemp.html)""",US Core Body Temperature Profile value quantity code binding,Test,FHIR Implementation,SHALL,True,Section 14.119 - Observation.value[x]:valueQuantity.code binding
REQ-1046,1046,Encounter status codes SHALL be taken from EncounterStatus value set,"""The codes SHALL be taken from [EncounterStatus](http://hl7.org/fhir/R4/valueset-encounter-status.html) ([required] binding)""","This requirement constrains the encounter status field to use only codes from the specified FHIR EncounterStatus value set, ensuring standardized status representation across implementations.",Test,System implementing US Core Encounter Profile,SHALL,False,Section 14.130 - Encounter.status binding
REQ-1047,1047,Encounter class codes SHALL be taken from ActEncounterCode value set unless not suitable,"""Unless not suitable, these codes SHALL be taken from [ActEncounterCode](http://terminology.hl7.org/5.5.0/ValueSet-v3-ActEncounterCode.html) ([extensible] binding)""",This requirement constrains the encounter class field to primarily use codes from the ActEncounterCode value set while allowing extensions when the standard codes are not suitable for the use case.,Test,System implementing US Core Encounter Profile,SHALL,False,Section 14.130 - Encounter.class binding
REQ-1048,1048,Encounter type codes SHALL be taken from Encounter Type value set unless not suitable,"""Unless not suitable, these codes SHALL be taken from [Encounter Type](https://vsac.nlm.nih.gov/valueset/2.16.840.1.113762.1.4.1267.23/expansion) ([extensible] binding)""",This requirement constrains the encounter type field to primarily use codes from the specified Encounter Type value set while allowing extensions when standard codes are insufficient.,Test,System implementing US Core Encounter Profile,SHALL,False,Section 14.130 - Encounter.type binding
REQ-1049,1049,Identifier use codes SHALL be taken from IdentifierUse value set,"""The codes SHALL be taken from [IdentifierUse](http://hl7.org/fhir/R4/valueset-identifier-use.html) ([required] binding)""","This requirement applies to identifier use fields within encounter identifiers, ensuring standardized representation of identifier purposes using the FHIR IdentifierUse value set.",Test,System implementing US Core Encounter Profile,SHALL,True,Section 14.130 - Encounter.identifier.use binding
REQ-1050,1050,"If identifier value is full URI, system SHALL be urn:ietf:rfc:3986","""If the value is a full URI, then the system SHALL be urn:ietf:rfc:3986""","This requirement applies to encounter identifier values that are formatted as full URIs, ensuring proper system designation for URI-based identifiers to maintain identifier format consistency.",Test,System implementing US Core Encounter Profile,SHALL,True,Section 14.130 - Encounter.identifier.value comments
REQ-1051,1051,Participant type codes SHALL be taken from ParticipantType value set unless not suitable,"""Unless not suitable, these codes SHALL be taken from [ParticipantType](http://hl7.org/fhir/R4/valueset-encounter-participant-type.html) ([extensible] binding)""",This requirement constrains participant type codes to primarily use the standard ParticipantType value set while allowing extensions when standard codes don't adequately describe the participant role.,Test,System implementing US Core Encounter Profile,SHALL,True,Section 14.130 - Encounter.participant.type binding
REQ-1052,1052,Encounter location status codes SHALL be taken from EncounterLocationStatus value set,"""The codes SHALL be taken from [EncounterLocationStatus](http://hl7.org/fhir/R4/valueset-encounter-location-status.html) ([required] binding)""","This requirement constrains encounter location status codes to use only values from the specified EncounterLocationStatus value set, ensuring standardized representation of location participation status.",Test,System implementing US Core Encounter Profile,SHALL,True,Section 14.130 - Encounter.location.status binding
REQ-1053,1053,Profile must specify which core elements SHALL be present in the resource,"""It specifies which core elements, extensions, vocabularies, and value sets SHALL be present in the resource and constrains how the elements are used""",The profile defines mandatory data elements and constraints for advance directive documentation observations,Test,Systems implementing US Core Observation ADI Documentation Profile,SHALL,False,Section 14.141
REQ-1054,1054,Each Observation must have a status,"""Each Observation Must Have: 1. a status""",Mandatory data elements that must always be present in US Core Observation ADI Documentation Profile instances,Test,Systems implementing US Core Observation ADI Documentation Profile,SHALL,False,Section 14.141.1
REQ-1055,1055,Each Observation must have a fixed code for the presence of advance directives,"""Each Observation Must Have: 2. a fixed code for the presence of advance directives""",Mandatory data elements that must always be present in US Core Observation ADI Documentation Profile instances,Test,Systems implementing US Core Observation ADI Documentation Profile,SHALL,False,Section 14.141.1
REQ-1056,1056,Each Observation must have a patient,"""Each Observation Must Have: 3. a patient""",Mandatory data elements that must always be present in US Core Observation ADI Documentation Profile instances,Test,Systems implementing US Core Observation ADI Documentation Profile,SHALL,False,Section 14.141.1
REQ-1057,1057,System should reference ADI documents when patient has them and references are known,"""If the system asserts the patient has ADI documents and the references to the (electronic) documents are known, it SHOULD reference them in the [Supporting Info Extension]""",Implementation guidance for systems that assert patients have advance directive documents with known document references,Test,Systems implementing US Core Observation ADI Documentation Profile,SHOULD,True,Section 14.141.1
REQ-1058,1058,Observation value must be bound to required Answer Set with Yes No and Unknowns value set,"""Observation.value[x] [required] [Answer Set with Yes No and Unknowns] - Answer Set with Yes No and Unknowns""",Terminology binding requirement for observation value field to constrain answers to yes/no/unknown,Test,Systems implementing US Core Observation ADI Documentation Profile,SHALL,False,Section 14.141.2.1
REQ-1059,1059,DataAbsentReason SHALL only be present if Observation.value[x] is not present,"""obs-6 error Observation dataAbsentReason SHALL only be present if Observation.value[x] is not present : dataAbsentReason.empty() or value.empty()""",Constraint ensuring data absent reason is only used when observation value is missing,Test,Systems implementing US Core Observation ADI Documentation Profile,SHALL,False,Section 14.141.2.2
REQ-1060,1060,If Observation.code is the same as an Observation.component.code then the value element SHALL NOT be present,"""obs-7 error Observation If Observation.code is the same as an Observation.component.code then the value element associated with the code SHALL NOT be present : value.empty() or component.code.where(coding.intersect(%resource.code.coding).exists()).empty()""",Constraint preventing duplicate codes between main observation and components when value is present,Test,Systems implementing US Core Observation ADI Documentation Profile,SHALL,False,Section 14.141.2.2
REQ-1061,1061,Server SHALL support searching using patient and category search parameters,"""SHALL support searching using the combination of the [patient] and [category] search parameters""",Mandatory search capability for servers supporting US Core interactions for this profile,Test,Servers supporting US Core interactions,SHALL,False,Section 14.141.3.1
REQ-1062,1062,Server SHALL support searching using patient and code search parameters,"""SHALL support searching using the combination of the [patient] and [code] search parameters""",Mandatory search capability for servers supporting US Core interactions for this profile,Test,Servers supporting US Core interactions,SHALL,False,Section 14.141.3.1
